0.189,0.545,1.176
0.278,0.546,1.175
0.214,0.709,1.484
0.227,0.537,0.974
0.286,0.446,0.865
0.165,0.416,0.893
0.266,0.500,1.098
0.222,0.481,1.026
0.238,0.559,1.529
0.259,0.480,0.899
