1.330,3.094,7.426
1.040,2.352,4.718
1.001,3.454,6.900
1.494,3.068,6.400
1.588,3.610,6.421
0.975,3.026,7.968
1.213,3.583,7.528
1.201,2.876,5.689
1.151,3.081,6.418
0.976,3.149,5.726
